Codigo_Accidente,Fecha_Acc,Localidad,Longitud,Latitud,Coordenada_Completa,Dentro_Poligono_Distrital,Localidad_Por_Punto
10478773,2019-03-16,SAN CRISTÓBAL,,,False,False,
10478780,2019-03-15,USAQUÉN,,,False,False,
10478793,2019-03-16,FONTIBÓN,,,False,False,
10479171,2019-03-20,CIUDAD BOLÍVAR,,,False,False,
10481569,2019-04-12,CANDELARIA,,,False,False,
10482752,2019-04-25,ANTONIO NARIÑO,,,False,False,
10483135,2019-05-01,TUNJUELITO,,,False,False,
10483149,2019-04-30,TEUSAQUILLO,,,False,False,
10483154,2019-04-29,ANTONIO NARIÑO,,,False,False,
10483528,2019-05-04,TUNJUELITO,,,False,False,
10483529,2019-05-05,TUNJUELITO,-74.140178164,4.59534675100002,True,True,KENNEDY
10483540,2019-05-04,LOS MÁRTIRES,,,False,False,
10483545,2019-05-03,SAN CRISTÓBAL,,,False,False,
10478808,2019-03-16,PUENTE ARANDA,,,False,False,
10480387,2019-04-01,BOSA,,,False,False,
10482762,2019-04-25,ANTONIO NARIÑO,,,False,False,
10482770,2019-04-26,USAQUÉN,,,False,False,
10482775,2019-04-25,ANTONIO NARIÑO,,,False,False,
10483158,2019-04-21,FONTIBÓN,-74.130863284,4.581943782,True,True,TUNJUELITO
10483163,2019-04-28,ENGATIVÁ,,,False,False,
10483168,2019-04-29,KENNEDY,,,False,False,
10483176,2019-04-30,BOSA,,,False,False,
10483550,2019-05-04,PUENTE ARANDA,-74.135371615,4.59434947599999,True,True,TUNJUELITO
10483551,2019-05-04,PUENTE ARANDA,,,False,False,
10483566,2019-05-05,CIUDAD BOLÍVAR,,,False,False,
10483940,2019-05-08,SAN CRISTÓBAL,,,False,False,
10483950,2019-05-07,TEUSAQUILLO,,,False,False,
10483954,2019-01-08,CHAPINERO,,,False,False,
10483955,2019-05-08,USAQUÉN,,,False,False,
10480026,2019-03-28,RAFAEL URIBE URIBE,,,False,False,
10480825,2019-04-05,CIUDAD BOLÍVAR,,,False,False,
10481614,2019-04-12,KENNEDY,-74.108161352,4.563620942,True,True,RAFAEL URIBE URIBE
10481618,2019-04-12,KENNEDY,-74.1464,4.5949,True,True,TUNJUELITO
10482000,2019-04-15,CIUDAD BOLÍVAR,,,False,False,
10482002,2019-04-16,TEUSAQUILLO,,,False,False,
10482003,2019-04-15,ANTONIO NARIÑO,,,False,False,
10482010,2019-04-16,BOSA,,,False,False,
10482800,2019-04-26,TUNJUELITO,,,False,False,
10484379,2019-05-12,TUNJUELITO,,,False,False,
10484386,2019-05-13,TUNJUELITO,,,False,False,
10484792,2019-05-16,TEUSAQUILLO,,,False,False,
10484802,2019-05-16,ANTONIO NARIÑO,,,False,False,
10480034,2019-03-28,KENNEDY,,,False,False,
10480035,2019-03-28,USAQUÉN,,,False,False,
10481621,2019-04-12,TUNJUELITO,,,False,False,
10481633,2019-04-12,LOS MÁRTIRES,,,False,False,
10482016,2019-04-16,TUNJUELITO,,,False,False,
10482029,2019-04-16,SAN CRISTÓBAL,,,False,False,
10482420,2019-04-23,CIUDAD BOLÍVAR,,,False,False,
10482421,2019-04-22,BARRIOS UNIDOS,,,False,False,
10482431,2019-04-23,KENNEDY,,,False,False,
10482816,2019-04-27,ANTONIO NARIÑO,-74.113676298,4.59928159399999,True,True,PUENTE ARANDA
10482821,2019-04-26,ANTONIO NARIÑO,,,False,False,
10483219,2019-05-02,TUNJUELITO,,,False,False,
10484406,2019-05-13,TEUSAQUILLO,,,False,False,
10484407,2019-05-12,SANTA FE,,,False,False,
10491164,2019-07-19,KENNEDY,,,False,False,
10491170,2019-07-20,USME,,,False,False,
10485219,2019-05-21,CIUDAD BOLÍVAR,,,False,False,
10485626,2019-05-24,PUENTE ARANDA,,,False,False,
10485636,2019-05-23,TEUSAQUILLO,,,False,False,
10485647,2019-05-24,USAQUÉN,-74.039954649,4.66838858800003,True,True,CHAPINERO
10486028,2019-05-26,USAQUÉN,,,False,False,
10487238,2019-06-07,FONTIBÓN,,,False,False,
10487261,2019-06-08,SANTA FE,-74.0729,4.58969999999999,True,True,CANDELARIA
10490406,2019-07-12,ANTONIO NARIÑO,,,False,False,
10490419,2019-07-12,SANTA FE,-74.06578016,4.59930550399997,True,True,CANDELARIA
10487272,2019-06-10,TEUSAQUILLO,,,False,False,
10487273,2019-06-10,KENNEDY,,,False,False,
10487285,2019-06-09,PUENTE ARANDA,,,False,False,
10487682,2019-06-13,USAQUÉN,,,False,False,
10488524,2019-06-19,SAN CRISTÓBAL,,,False,False,
10488920,2019-06-26,FONTIBÓN,,,False,False,
10490061,2019-05-26,TUNJUELITO,-74.1794,4.5967,True,True,CIUDAD BOLIVAR
10490072,2019-07-09,CHAPINERO,,,False,False,
10490441,2019-07-14,BARRIOS UNIDOS,,,False,False,
10490447,2019-07-13,SAN CRISTÓBAL,,,False,False,
10485679,2019-05-19,PUENTE ARANDA,,,False,False,
10485680,2019-05-24,RAFAEL URIBE URIBE,,,False,False,
10485687,2019-05-25,KENNEDY,,,False,False,
10485689,2019-05-25,TUNJUELITO,-74.139419894,4.562050607,True,True,CIUDAD BOLIVAR
10485694,2019-05-25,SAN CRISTÓBAL,,,False,False,
10485695,2019-05-24,BOSA,,,False,False,
10485696,2019-05-25,KENNEDY,,,False,False,
10485697,2019-05-26,BOSA,,,False,False,
10486486,2019-06-01,SUBA,,,False,False,
10486493,2019-05-31,ENGATIVÁ,-74.092358917,4.64558461199999,True,True,TEUSAQUILLO
10486494,2019-06-01,USME,,,False,False,
10486500,2019-06-01,ENGATIVÁ,,,False,False,
10488534,2019-06-21,CHAPINERO,,,False,False,
10488538,2019-06-21,KENNEDY,,,False,False,
10488548,2019-06-21,KENNEDY,,,False,False,
10488945,2019-06-26,KENNEDY,,,False,False,
10488947,2019-06-26,TUNJUELITO,,,False,False,
10489728,2019-07-04,KENNEDY,,,False,False,
10490452,2019-07-13,BOSA,,,False,False,
10491233,2019-07-21,BOSA,-74.177290125,4.62840999299999,True,True,KENNEDY
10491253,2019-07-19,KENNEDY,-74.203239686,4.60969221300002,True,True,BOSA
10485711,2019-05-26,BOSA,,,False,False,
10485714,2019-05-24,CIUDAD BOLÍVAR,,,False,False,
10485717,2019-05-24,SAN CRISTÓBAL,-74.126675534,4.56682874900002,True,True,TUNJUELITO
10485721,2019-05-25,USAQUÉN,,,False,False,
10486123,2019-05-28,BOSA,,,False,False,
10486512,2019-06-02,TUNJUELITO,,,False,False,
10486528,2019-06-03,USME,-74.1371,4.54689999999999,True,True,CIUDAD BOLIVAR
10488554,2019-06-21,LOS MÁRTIRES,,,False,False,
10488559,2019-06-20,SAN CRISTÓBAL,,,False,False,
10488565,2019-06-20,SANTA FE,-74.076236402,4.61747365299999,True,True,LOS MARTIRES
10488968,2019-06-25,USAQUÉN,,,False,False,
10488977,2019-06-26,SAN CRISTÓBAL,-74.106201236,4.59135546599998,True,True,ANTONIO NARINO
10489365,2019-07-01,USME,,,False,False,
10489366,2019-07-02,LOS MÁRTIRES,,,False,False,
10490119,2019-07-07,PUENTE ARANDA,,,False,False,
10490480,2019-07-15,PUENTE ARANDA,,,False,False,
10490868,2019-07-16,RAFAEL URIBE URIBE,,,False,False,
10490888,2019-07-17,TUNJUELITO,-74.149199502,4.56752687300002,True,True,CIUDAD BOLIVAR
10485726,2019-05-25,RAFAEL URIBE URIBE,,,False,False,
10486130,2019-05-29,SUBA,,,False,False,
10486131,2019-05-28,USME,,,False,False,
10486534,2019-06-02,RAFAEL URIBE URIBE,,,False,False,
10486539,2019-06-03,LOS MÁRTIRES,,,False,False,
10486547,2019-06-01,USAQUÉN,,,False,False,
10488185,2019-06-16,KENNEDY,-74.125888837,4.59347585699999,True,True,PUENTE ARANDA
10488187,2019-06-16,BOSA,,,False,False,
10488189,2019-06-16,BOSA,,,False,False,
10488190,2019-06-18,TUNJUELITO,,,False,False,
10488583,2019-06-21,BOSA,-74.1806,4.61649999999997,True,True,KENNEDY
10488584,2019-06-22,PUENTE ARANDA,,,False,False,
10488594,2019-06-22,TUNJUELITO,,,False,False,
10488595,2019-06-21,TUNJUELITO,,,False,False,
10489384,2019-07-02,TEUSAQUILLO,-74.083835695,4.62411115100002,True,True,PUENTE ARANDA
10489778,2019-07-04,CHAPINERO,,,False,False,
10491260,2019-07-19,FONTIBÓN,,,False,False,
10486151,2019-05-28,FONTIBÓN,,,False,False,
10486154,2019-05-29,CIUDAD BOLÍVAR,-74.137928318,4.59047194499999,True,True,TUNJUELITO
10486560,2019-06-01,BOSA,,,False,False,
10486569,2019-06-03,SANTA FE,,,False,False,
10486571,2019-06-01,RAFAEL URIBE URIBE,-74.126643338,4.566428524,True,True,TUNJUELITO
10486980,2019-06-05,BARRIOS UNIDOS,,,False,False,
10487798,2019-06-13,RAFAEL URIBE URIBE,-74.086374598,4.54111111999998,True,True,SAN CRISTOBAL
10488196,2019-06-18,BOSA,,,False,False,
10488207,2019-06-18,SAN CRISTÓBAL,,,False,False,
10488217,2019-06-17,ANTONIO NARIÑO,,,False,False,
10488607,2019-06-23,KENNEDY,,,False,False,
10489780,2019-07-07,FONTIBÓN,,,False,False,
10489787,2019-07-07,KENNEDY,,,False,False,
10489788,2019-07-07,PUENTE ARANDA,,,False,False,
10489793,2019-07-07,CHAPINERO,,,False,False,
10484972,2019-05-17,BOSA,,,False,False,
10484986,2019-05-18,PUENTE ARANDA,,,False,False,
10485373,2019-05-21,BARRIOS UNIDOS,,,False,False,
10485387,2019-05-21,BOSA,,,False,False,
10485392,2019-05-22,BARRIOS UNIDOS,,,False,False,
10486580,2019-05-31,CIUDAD BOLÍVAR,,,False,False,
10486987,2019-06-06,KENNEDY,,,False,False,
10487816,2019-06-14,FONTIBÓN,-74.141468719,4.66079615799998,True,True,KENNEDY
10488223,2019-06-15,KENNEDY,,,False,False,
10488631,2019-06-23,BOSA,,,False,False,
10488648,2019-06-22,TUNJUELITO,,,False,False,
10489811,2019-07-02,CANDELARIA,,,False,False,
10490176,2019-07-08,PUENTE ARANDA,,,False,False,
10490178,2019-07-10,RAFAEL URIBE URIBE,,,False,False,
10490193,2019-07-10,FONTIBÓN,,,False,False,
10484993,2019-05-18,KENNEDY,,,False,False,
10485014,2019-05-19,LOS MÁRTIRES,,,False,False,
10485403,2019-05-20,BOSA,,,False,False,
10485817,2019-05-25,PUENTE ARANDA,,,False,False,
10487005,2019-06-05,CANDELARIA,,,False,False,
10487008,2019-06-05,BARRIOS UNIDOS,,,False,False,
10487017,2019-06-06,SAN CRISTÓBAL,,,False,False,
10489054,2019-06-27,LOS MÁRTIRES,,,False,False,
10489067,2019-06-26,SANTA FE,,,False,False,
10490213,2019-07-10,USME,-74.176978447,4.64047373099999,True,True,KENNEDY
10490570,2019-07-15,SAN CRISTÓBAL,,,False,False,
10490581,2019-07-15,KENNEDY,,,False,False,
10490981,2019-07-17,SAN CRISTÓBAL,-74.090269288,4.58169720699999,True,True,ANTONIO NARINO
10485834,2019-05-26,CIUDAD BOLÍVAR,,,False,False,
10485838,2019-05-27,BOSA,-74.1794,4.59679999999997,True,True,CIUDAD BOLIVAR
10487447,2019-06-10,USAQUÉN,,,False,False,
10487466,2019-06-11,BOSA,,,False,False,
10487879,2019-06-15,SUBA,,,False,False,
10489083,2019-06-27,ANTONIO NARIÑO,-74.083915886,4.59562990199998,True,True,SANTA FE
10489498,2019-07-01,KENNEDY,,,False,False,
10490602,2019-07-15,PUENTE ARANDA,,,False,False,
10490991,2019-07-18,TUNJUELITO,,,False,False,
10490994,2019-07-18,ENGATIVÁ,,,False,False,
10490997,2019-07-17,USAQUÉN,,,False,False,
10491004,2019-07-18,BARRIOS UNIDOS,-74.085744168,4.65516013600001,True,True,TEUSAQUILLO
10485044,2019-05-19,USAQUÉN,,,False,False,
10485048,2019-05-18,CIUDAD BOLÍVAR,,,False,False,
10485062,2019-05-20,SAN CRISTÓBAL,,,False,False,
10485877,2019-05-27,ENGATIVÁ,-74.121919736,4.69305674100002,True,True,FONTIBON
10486250,2019-05-29,ANTONIO NARIÑO,,,False,False,
10486257,2019-05-29,SAN CRISTÓBAL,,,False,False,
10486263,2019-05-30,USAQUÉN,,,False,False,
10486666,2019-06-03,TUNJUELITO,,,False,False,
10486669,2019-06-04,KENNEDY,,,False,False,
10487483,2019-06-11,TEUSAQUILLO,-74.075917109,4.61466947000002,True,True,LOS MARTIRES
10487484,2019-06-09,CIUDAD BOLÍVAR,,,False,False,
10487492,2019-06-09,CIUDAD BOLÍVAR,,,False,False,
10487883,2019-06-16,CANDELARIA,,,False,False,
10487887,2019-06-15,CIUDAD BOLÍVAR,,,False,False,
10487896,2019-06-15,PUENTE ARANDA,,,False,False,
10488300,2019-06-19,LOS MÁRTIRES,,,False,False,
10489126,2019-06-28,PUENTE ARANDA,,,False,False,
10489529,2019-07-02,PUENTE ARANDA,,,False,False,
10485075,2019-05-20,BOSA,,,False,False,
10485093,2019-05-19,USME,,,False,False,
10485884,2019-05-27,SANTA FE,,,False,False,
10486277,2019-05-30,KENNEDY,-74.171610071,4.59357212700002,True,True,CIUDAD BOLIVAR
10486280,2019-05-29,LOS MÁRTIRES,,,False,False,
10486295,2019-05-30,SAN CRISTÓBAL,,,False,False,
10486677,2019-06-04,LOS MÁRTIRES,,,False,False,
10486678,2019-06-02,BARRIOS UNIDOS,-74.094644787,4.63924663799997,True,True,TEUSAQUILLO
10486687,2019-06-03,BOSA,,,False,False,
10487913,2019-06-15,SAN CRISTÓBAL,,,False,False,
10487915,2019-06-16,TUNJUELITO,,,False,False,
10489531,2019-07-03,PUENTE ARANDA,,,False,False,
10489544,2019-07-02,BOSA,,,False,False,
10490283,2019-07-11,TUNJUELITO,-74.1295,4.58620000000002,True,True,RAFAEL URIBE URIBE
10485101,2019-05-19,RAFAEL URIBE URIBE,,,False,False,
10485503,2019-05-22,ENGATIVÁ,,,False,False,
10485517,2019-05-21,ANTONIO NARIÑO,,,False,False,
10487124,2019-06-07,FONTIBÓN,,,False,False,
10488753,2019-06-22,BOSA,,,False,False,
10488770,2019-05-08,SANTA FE,,,False,False,
10489160,2019-06-28,ANTONIO NARIÑO,,,False,False,
10489170,2019-06-28,TUNJUELITO,,,False,False,
10489179,2019-06-28,ANTONIO NARIÑO,,,False,False,
10489938,2019-07-08,BARRIOS UNIDOS,,,False,False,
10489944,2019-07-07,TEUSAQUILLO,-74.0651,4.64710000000002,True,True,CHAPINERO
10490297,2019-07-10,SUBA,,,False,False,
10490306,2019-07-10,CIUDAD BOLÍVAR,,,False,False,
10491083,2019-07-19,PUENTE ARANDA,,,False,False,
10485529,2019-05-22,LOS MÁRTIRES,-74.065519058,4.60463061399997,True,True,SANTA FE
10485532,2019-05-23,SAN CRISTÓBAL,,,False,False,
10485543,2019-05-23,TUNJUELITO,-74.1295,4.58620000000002,True,True,RAFAEL URIBE URIBE
10487565,2019-06-11,ANTONIO NARIÑO,,,False,False,
10487568,2019-06-12,BOSA,-74.1806,4.61649999999997,True,True,KENNEDY
10487569,2019-06-12,PUENTE ARANDA,,,False,False,
10487574,2019-06-12,BOSA,,,False,False,
10487575,2019-06-11,SANTA FE,,,False,False,
10487963,2019-05-12,SANTA FE,-74.0676,4.60039999999998,True,True,CANDELARIA
10488394,2019-06-14,SAN CRISTÓBAL,,,False,False,
10489184,2019-06-28,TUNJUELITO,-74.125848341,4.58784992400001,True,True,RAFAEL URIBE URIBE
10489960,2019-07-05,BARRIOS UNIDOS,,,False,False,
10490696,2019-07-15,SANTA FE,,,False,False,
10487581,2019-06-11,ENGATIVÁ,-74.12018626,4.67914725200001,True,True,FONTIBON
10487594,2019-06-11,KENNEDY,,,False,False,
10488806,2019-06-24,CANDELARIA,,,False,False,
10488818,2019-06-25,LOS MÁRTIRES,,,False,False,
10489218,2019-06-29,RAFAEL URIBE URIBE,-74.118165238,4.58876674999999,True,True,ANTONIO NARINO
10489221,2019-06-29,ANTONIO NARIÑO,,,False,False,
10489227,2019-06-29,KENNEDY,,,False,False,
10490371,2019-07-11,SAN CRISTÓBAL,,,False,False,
10491112,2019-07-14,ENGATIVÁ,-74.07757281,4.66225700799998,True,True,BARRIOS UNIDOS
10491118,2019-07-19,ANTONIO NARIÑO,-74.102544587,4.62396389200001,True,True,PUENTE ARANDA
10485600,2019-05-24,TUNJUELITO,-74.1378,4.62709999999998,True,True,KENNEDY
10486399,2019-05-31,SUBA,-74.100747014,4.71015149099998,True,True,ENGATIVA
10487188,2019-06-07,BOSA,,,False,False,
10488009,2019-06-13,SAN CRISTÓBAL,,,False,False,
10488011,2019-06-17,USME,,,False,False,
10488016,2019-06-15,KENNEDY,,,False,False,
10488828,2019-06-25,ANTONIO NARIÑO,,,False,False,
10489244,2019-06-30,PUENTE ARANDA,,,False,False,
10489249,2019-06-30,USAQUÉN,,,False,False,
10489633,2019-07-04,PUENTE ARANDA,,,False,False,
10489637,2019-07-03,BOSA,-74.175316483,4.59100440499998,True,True,CIUDAD BOLIVAR
10489646,2019-07-03,LOS MÁRTIRES,,,False,False,
10490393,2019-07-12,USAQUÉN,,,False,False,
10490396,2019-07-12,USAQUÉN,,,False,False,
10490747,2019-07-15,CIUDAD BOLÍVAR,,,False,False,
10491147,2019-07-20,CANDELARIA,,,False,False,
10485211,2019-05-20,TEUSAQUILLO,-74.0657,4.64400000000001,True,True,CHAPINERO
10486429,2019-05-30,CIUDAD BOLÍVAR,,,False,False,
10486805,2019-06-05,PUENTE ARANDA,,,False,False,
10486816,2019-06-05,SANTA FE,,,False,False,
10489265,2019-06-28,RAFAEL URIBE URIBE,,,False,False,
10489270,2019-07-01,USME,,,False,False,
10489274,2019-06-29,KENNEDY,,,False,False,
10497055,2019-09-12,SAN CRISTÓBAL,,,False,False,
10497056,2019-09-16,CHAPINERO,-74.062602398,4.65568559799999,True,True,BARRIOS UNIDOS
10497057,2019-09-13,RAFAEL URIBE URIBE,-74.122307242,4.58980012500001,True,True,ANTONIO NARINO
10491554,2019-07-24,SANTA FE,,,False,False,
10491555,2019-07-23,LOS MÁRTIRES,,,False,False,
10491567,2019-07-23,SANTA FE,,,False,False,
10492358,2019-07-30,LOS MÁRTIRES,,,False,False,
10496667,2019-09-12,LOS MÁRTIRES,,,False,False,
10497091,2019-09-15,USAQUÉN,-74.045311207,4.76052284799999,True,True,SUBA
10497093,2019-09-15,LOS MÁRTIRES,,,False,False,
10491584,2019-07-24,SAN CRISTÓBAL,-74.104373776,4.58047524199998,True,True,RAFAEL URIBE URIBE
10491980,2019-07-29,SUBA,,,False,False,
10491984,2019-07-26,PUENTE ARANDA,,,False,False,
10491985,2019-07-29,CANDELARIA,,,False,False,
10491986,2019-07-28,LOS MÁRTIRES,,,False,False,
10491987,2019-07-29,TUNJUELITO,,,False,False,
10492369,2019-07-31,PUENTE ARANDA,,,False,False,
10492377,2019-07-31,ANTONIO NARIÑO,,,False,False,
10493549,2019-08-14,TUNJUELITO,-74.151351177,4.59545622000002,True,True,KENNEDY
10493551,2019-08-14,TEUSAQUILLO,,,False,False,
10493935,2019-08-17,RAFAEL URIBE URIBE,-74.09267731,4.587659003,True,True,ANTONIO NARINO
10494328,2019-08-22,TUNJUELITO,-74.135322311,4.59465464700003,True,True,PUENTE ARANDA
10494709,2019-08-25,TEUSAQUILLO,,,False,False,
10494723,2019-08-26,KENNEDY,,,False,False,
10494724,2019-08-26,CIUDAD BOLÍVAR,-74.165909626,4.62102926,True,True,KENNEDY
10496702,2019-09-12,BOSA,,,False,False,
10492005,2019-07-26,BOSA,-74.182209444,4.59343787799997,True,True,CIUDAD BOLIVAR
10492782,2019-08-06,TUNJUELITO,,,False,False,
10492789,2019-07-31,ENGATIVÁ,,,False,False,
10493172,2019-08-09,LOS MÁRTIRES,,,False,False,
10493182,2019-08-10,PUENTE ARANDA,,,False,False,
10493569,2019-08-13,BOSA,-74.161529316,4.59531643499997,True,True,CIUDAD BOLIVAR
10493575,2019-08-12,TEUSAQUILLO,-74.0656,4.64429999999999,True,True,CHAPINERO
10494348,2019-08-21,PUENTE ARANDA,,,False,False,
10494355,2019-08-22,TUNJUELITO,,,False,False,
10494733,2019-08-26,BARRIOS UNIDOS,,,False,False,
10492803,2019-08-06,RAFAEL URIBE URIBE,-74.126407426,4.56773789900001,True,True,TUNJUELITO
10492817,2019-08-07,BOSA,-74.163999168,4.59553917199997,True,True,CIUDAD BOLIVAR
10493974,2019-08-17,SUBA,,,False,False,
10497577,2019-09-20,KENNEDY,,,False,False,
10497587,2019-09-20,USME,-74.121074303,4.54609853400001,True,True,RAFAEL URIBE URIBE
10491662,2019-07-25,ANTONIO NARIÑO,-74.125687526,4.59539037799999,True,True,PUENTE ARANDA
10492834,2019-08-06,ANTONIO NARIÑO,,,False,False,
10492849,2019-08-07,PUENTE ARANDA,,,False,False,
10493225,2019-08-12,RAFAEL URIBE URIBE,-74.126241275,4.56553636199999,True,True,TUNJUELITO
10493239,2019-08-12,KENNEDY,-74.162514583,4.60357111500002,True,True,BOSA
10494021,2019-08-16,USAQUÉN,,,False,False,
10495583,2019-09-01,KENNEDY,-74.182149253,4.61890111299999,True,True,BOSA
10495586,2019-09-02,RAFAEL URIBE URIBE,-74.126671434,4.56683038400001,True,True,TUNJUELITO
10495604,2019-09-02,SANTA FE,,,False,False,
10496378,2019-09-09,FONTIBÓN,-74.077395995,4.60693166200002,True,True,SANTA FE
10496382,2019-09-10,TUNJUELITO,-74.120917112,4.54421519900001,True,True,USME
10497548,2019-09-21,KENNEDY,-74.178949875,4.59710572400002,True,True,BOSA
10497564,2019-09-21,ENGATIVÁ,-74.123825084,4.68393849799997,True,True,FONTIBON
10492474,2019-08-01,BOSA,,,False,False,
10492852,2019-08-07,BOSA,,,False,False,
10493252,2019-08-10,PUENTE ARANDA,,,False,False,
10494026,2019-08-20,BARRIOS UNIDOS,,,False,False,
10494829,2019-03-23,SANTA FE,,,False,False,
10495216,2019-08-29,BOSA,-74.161529605,4.59530846500002,True,True,CIUDAD BOLIVAR
10495220,2019-08-30,SANTA FE,,,False,False,
10495225,2019-08-30,FONTIBÓN,,,False,False,
10495229,2019-08-30,BOSA,-74.157293184,4.596425431,True,True,CIUDAD BOLIVAR
10495232,2019-08-30,USAQUÉN,,,False,False,
10496396,2019-09-10,ANTONIO NARIÑO,-74.122348042,4.58450282400003,True,True,RAFAEL URIBE URIBE
10496414,2019-09-09,TUNJUELITO,-74.157741634,4.58132054499998,True,True,CIUDAD BOLIVAR
10497222,2019-09-17,TEUSAQUILLO,-74.065381266,4.64978744299998,True,True,BARRIOS UNIDOS
10497225,2019-09-17,CHAPINERO,-74.05688936,4.68713640599998,True,True,USAQUEN
10491306,2019-07-20,TEUSAQUILLO,,,False,False,
10492884,2019-07-27,BOSA,-74.153666641,4.59641872899999,True,True,CIUDAD BOLIVAR
10494046,2019-08-20,BOSA,-74.161315046,4.59576341799999,True,True,CIUDAD BOLIVAR
10494047,2019-08-20,BOSA,-74.161335062,4.59597534199997,True,True,CIUDAD BOLIVAR
10494840,2019-08-27,CANDELARIA,,,False,False,
10494853,2019-08-27,SAN CRISTÓBAL,,,False,False,
10494855,2019-08-26,TEUSAQUILLO,,,False,False,
10495243,2019-08-25,BOSA,-74.160594419,4.59616501699998,True,True,CIUDAD BOLIVAR
10497228,2019-09-17,TEUSAQUILLO,-74.11540663,4.57671785299999,True,True,RAFAEL URIBE URIBE
10492135,2019-07-29,SAN CRISTÓBAL,,,False,False,
10492137,2019-07-28,CHAPINERO,,,False,False,
10492519,2019-08-02,ENGATIVÁ,,,False,False,
10492919,2019-08-05,SUBA,,,False,False,
10494463,2019-08-23,SANTA FE,,,False,False,
10494861,2019-08-27,CIUDAD BOLÍVAR,,,False,False,
10494864,2019-08-27,LOS MÁRTIRES,,,False,False,
10494866,2019-07-20,TUNJUELITO,-74.157431053,4.58054876400001,True,True,CIUDAD BOLIVAR
10494870,2019-08-27,TEUSAQUILLO,,,False,False,
10495262,2019-08-30,CIUDAD BOLÍVAR,,,False,False,
10495281,2019-09-02,TUNJUELITO,-74.145523811,4.59526784000002,True,True,KENNEDY
10496851,2019-09-12,PUENTE ARANDA,-74.105108309,4.58452399800001,True,True,ANTONIO NARINO
10497271,2019-09-18,BOSA,-74.161453868,4.59540433000001,True,True,CIUDAD BOLIVAR
10491768,2019-07-25,TEUSAQUILLO,,,False,False,
10492541,2019-08-03,RAFAEL URIBE URIBE,,,False,False,
10492544,2019-08-02,BOSA,,,False,False,
10493719,2019-08-15,BOSA,,,False,False,
10493723,2019-08-14,TUNJUELITO,-74.157714541,4.581268653,True,True,CIUDAD BOLIVAR
10495287,2019-08-31,KENNEDY,,,False,False,
10496084,2019-09-07,TUNJUELITO,-74.180579139,4.62619153200001,True,True,BOSA
10496087,2019-09-07,ANTONIO NARIÑO,-74.106804736,4.58638701699999,True,True,RAFAEL URIBE URIBE
10496088,2019-09-06,ANTONIO NARIÑO,-74.097495899,4.596341919,True,True,LOS MARTIRES
10496096,2019-09-07,TUNJUELITO,,,False,False,
10496098,2019-09-07,KENNEDY,,,False,False,
10496865,2019-09-14,SAN CRISTÓBAL,-74.095244671,4.57622705,True,True,RAFAEL URIBE URIBE
10496880,2019-09-13,CIUDAD BOLÍVAR,,,False,False,
10497279,2019-09-18,TUNJUELITO,-74.138182384,4.594978062,True,True,KENNEDY
10491769,2019-07-26,TUNJUELITO,,,False,False,
10491770,2019-07-25,RAFAEL URIBE URIBE,,,False,False,
10491776,2019-07-24,SANTA FE,,,False,False,
10491779,2019-07-26,FONTIBÓN,,,False,False,
10491783,2019-07-26,BARRIOS UNIDOS,-74.056925748,4.68147073,True,True,CHAPINERO
10492172,2019-07-30,USME,,,False,False,
10492560,2019-08-04,PUENTE ARANDA,,,False,False,
10492569,2019-08-03,BOSA,,,False,False,
10492952,2019-08-08,TEUSAQUILLO,-74.079118613,4.65216162399997,True,True,BARRIOS UNIDOS
10493730,2019-08-14,RAFAEL URIBE URIBE,,,False,False,
10493732,2019-08-15,USAQUÉN,,,False,False,
10494927,2019-08-29,PUENTE ARANDA,,,False,False,
10495329,2019-09-01,ENGATIVÁ,,,False,False,
10496117,2019-09-08,SANTA FE,,,False,False,
10496896,2019-09-12,TUNJUELITO,-74.151757507,4.580700562,True,True,CIUDAD BOLIVAR
10496897,2019-09-15,ENGATIVÁ,-74.121798241,4.69284677100001,True,True,FONTIBON
10496902,2019-09-13,TEUSAQUILLO,-74.06613444,4.66622566500001,True,True,BARRIOS UNIDOS
10496905,2019-09-14,ANTONIO NARIÑO,-74.13496199,4.59457420000001,True,True,PUENTE ARANDA
10491426,2019-07-21,CIUDAD BOLÍVAR,,,False,False,
10494551,2019-08-24,CIUDAD BOLÍVAR,-74.180732606,4.58653089000001,True,False,Fuera de polígonos
10494951,2019-08-28,LOS MÁRTIRES,,,False,False,
10494952,2019-08-28,RAFAEL URIBE URIBE,-74.126673582,4.56675643900002,True,True,TUNJUELITO
10494956,2019-08-28,CIUDAD BOLÍVAR,,,False,False,
10495734,2019-09-04,BARRIOS UNIDOS,,,False,False,
10496128,2019-09-06,PUENTE ARANDA,,,False,False,
10496515,2019-09-11,PUENTE ARANDA,,,False,False,
10496529,2019-09-11,SAN CRISTÓBAL,-74.107144226,4.55797264199998,True,True,RAFAEL URIBE URIBE
10496535,2019-09-11,BOSA,,,False,False,
10496539,2019-09-11,BARRIOS UNIDOS,,,False,False,
10496908,2019-09-13,PUENTE ARANDA,-74.115549553,4.59222734799999,True,True,ANTONIO NARINO
10496909,2019-09-13,SAN CRISTÓBAL,-74.060319146,4.66108404099998,True,True,CHAPINERO
10496929,2019-09-14,SANTA FE,-74.074486093,4.59109208000001,True,True,CANDELARIA
10491830,2019-07-27,RAFAEL URIBE URIBE,-74.096406437,4.61589022200002,True,True,PUENTE ARANDA
